"model","bic","r_squared","rmse","mae","aic"
"huang_1992",357922.107312556,0.600486501871427,2.41498515944493,1.87389981777091,357885.060856981
"gompertz_model",357922.107312557,0.600486501871425,2.41498515944494,1.87389982518687,357885.060856981
"elmamoun_2013_M22",357943.519931478,0.600376498940512,2.41531761024181,1.87178542625373,357906.473475902
"elmamoun_2013_M20",357943.519933948,0.600376498927818,2.41531761028017,1.87178539085901,357906.473478373
"peschel_1938",358002.865404647,0.600071465437621,2.41623924304327,1.87222314698554,357965.818949072
"ratkowsky_1986",358002.865405062,0.600071465435486,2.41623924304972,1.872223164943,357965.818949487
"elmamoun_2013_M11",358023.347378943,0.599966134822188,2.41655740890205,1.8723326361743,357986.300923367
"huang_1992_IV",358024.876326142,0.599958270944621,2.41658116116387,1.87259478862215,357987.829870567
"ratkowsky_1990",358030.803999501,0.599927781512335,2.41667325003671,1.87248498231187,357993.757543926
"elmamoun_2013_M4",358036.779173898,0.599897045403121,2.41676608040948,1.87246348287156,357999.732718322
"huang_1992_I",358044.508382859,0.599857283092377,2.41688616677148,1.87260687556355,358007.461927283
"elmamoun_2013_M6",358038.899282997,0.599828201674589,2.41697399193533,1.87272759267063,358011.114441316
"elmamoun_2013_M7",358038.899282997,0.599828201674589,2.41697399193533,1.8727275921115,358011.114441316
"elmamoun_2013_M13",358038.899282997,0.599828201674589,2.41697399193533,1.8727275921115,358011.114441316
"elmamoun_2013_M14",358048.025348797,0.599781244843298,2.41711579367056,1.87267614630156,358020.240507115
"strand_1958",358085.549629243,0.5996460834035,2.41752391206583,1.87296068411098,358048.503173667
"elmamoun_2013_M8",358277.590949644,0.5985982344619,2.42068554530212,1.87585698966752,358249.806107963
"pearl_1920",358298.933479354,0.598546204843577,2.42084242461203,1.88060152383983,358261.887023778
"huang_1992_VII",358298.93348564,0.59854620481113,2.42084242470986,1.88060129430167,358261.887030064
"logistic_model",358298.93348564,0.59854620481113,2.42084242470986,1.88060129430167,358261.887030064
"elmamoun_2013_M10",358361.528037083,0.598164812647216,2.42199208521651,1.87707005945624,358333.743195401
"wykoff_1982_II",358361.528037083,0.598164812647216,2.42199208521651,1.87707005945624,358333.743195401
"wykoff_1982_III",358361.528037083,0.598164812647216,2.42199208521651,1.87707005945624,358333.743195401
"hui_gadow_1993_II",358361.528037239,0.598164812646408,2.42199208521895,1.87707007385438,358333.743195558
"hyperbolic_model_I",358392.445634698,0.598005047054748,2.42247351710491,1.87803738119671,358364.660793017
"elmamoun_2013_M15",358438.062507471,0.597769207469901,2.42318401281533,1.87812352622993,358410.27766579
"lebedev_M23",358476.737781656,0.597627412081023,2.42361108857604,1.88367359228741,358439.691326081
"lebedev_M13",358476.737799242,0.597627411990049,2.42361108885002,1.88367295945951,358439.691343666
"elmamoun_2013_M16",358558.125891671,0.597147817312197,2.42505503019176,1.87981054536562,358530.34104999
"linear_model_II",358638.156374154,0.596733085031654,2.42630299399518,1.87756796638714,358610.371532473
"exponential_model",358702.80396776,0.596397757906018,2.42731155199413,1.88201689761515,358675.019126078
"elmamoun_2013_M2",358797.885403016,0.595904063721997,2.42879566584913,1.88320390981628,358770.100561335
"elmamoun_2013_M17",358797.885403345,0.59590406372029,2.42879566585426,1.88320389722265,358770.100561663
"schumacher_1939",358797.885403499,0.595904063719491,2.42879566585666,1.88320389409439,358770.100561817
"elmamoun_2013_M12",358996.150205561,0.594872664062696,2.43189327507874,1.88783820455699,358968.365363879
"elmamoun_2013_M18",360501.958865227,0.586952842542093,2.45554872720483,1.90194093670116,360474.174023545
"power_model",363086.706585492,0.572995673759122,2.49669145723176,1.93334053633227,363058.92174381
"larsen_hann_1987",363730.402154328,0.569509431507923,2.50686275638213,1.94111952957819,363693.355698753
"elmamoun_2013_M1",363992.74908377,0.567992378935779,2.51127597501264,1.94629177515926,363964.964242088
"hui_gadow_1993_III",363992.74908377,0.567992378935779,2.51127597501264,1.94629177515926,363964.964242088
"elmamoun_2013_M3",364589.801324094,0.564726398781031,2.52075073199218,1.95413961194794,364552.754868519
"elmamoun_2013_M21",364635.564947876,0.564470213757873,2.52149243053625,1.95424607009878,364598.518492301
"elmamoun_2013_M19",364930.219536382,0.562817121085874,2.5262731746173,1.95757508086235,364893.173080807
"yang_1978",364930.219536382,0.562817121085874,2.5262731746173,1.95757508086235,364893.173080807
"linear_model_I",372883.943389179,0.515673988142914,2.65899569950324,2.041443497255,372856.158547498
"lebedev_M19",391520.786129383,0.384626542596363,2.99721652056107,2.32644709578207,391483.739673808
"lebedev_M16_b",429272.764187488,-3.23291586834529e-08,3.82075108151084,3.03933109255714,429244.979345807
"lebedev_M3",429272.768369591,-8.6098901563858e-08,3.82075118423124,3.03933115102031,429244.983527909
"lebedev_M4",429272.904378285,-1.83477879844851e-06,3.82075452486488,3.03933347168023,429245.119536604
"lebedev_M5",430235.387639229,-0.0124534910764846,3.84446825200274,3.05442875649668,430207.602797548
"lebedev_M9",430723.10656933,-0.0188221837184006,3.85654083305022,3.05538449822935,430695.321727648
"lebedev_M8",520603.276955332,-2.23570271591714,6.8727895299035,5.48020951556235,520575.49211365
"lebedev_M29_b",574731.314287286,-5.48849919824852,9.73242051145675,8.90584746976649,574694.267831711
"elmamoun_2013_M5",589733.021913395,-6.86883328162277,10.7177570851804,10.0136442708029,589695.975457819
