"model","bic","r_squared","rmse","mae","aic"
"linear_model_II",698.965002967481,0.481788689020827,2.07766521366797,1.60588917987063,689.75829036082
"elmamoun_2013_M12",698.994560670847,0.481692345876121,2.0778583390334,1.60747341494451,689.787848064187
"elmamoun_2013_M18",699.110679833911,0.481313682773282,2.07861721711125,1.60121290921876,689.90396722725
"hyperbolic_model_I",699.25102812438,0.480855639528141,2.0795348106948,1.61149796732627,690.04431551772
"elmamoun_2013_M7",699.792696921885,0.47908404306083,2.08308002772126,1.61715215802574,690.585984315224
"elmamoun_2013_M13",699.792696921885,0.47908404306083,2.08308002772126,1.61715215802574,690.585984315224
"elmamoun_2013_M6",699.792696922121,0.479084043060058,2.08308002772281,1.61715193758839,690.58598431546
"elmamoun_2013_M14",700.07660936117,0.478153057904859,2.08494064539058,1.61931116349799,690.869896754509
"power_model",700.17796617426,0.477820293092466,2.08560528885153,1.60784566812223,690.971253567599
"elmamoun_2013_M1",700.59707893412,0.476442048619871,2.08835585508008,1.61063785471707,691.390366327459
"hui_gadow_1993_III",700.59707893412,0.476442048619871,2.08835585508008,1.61063785471707,691.390366327459
"hui_gadow_1993_II",700.674365407444,0.47618749652199,2.08886346914971,1.62401517196808,691.467652800784
"elmamoun_2013_M10",700.674365407461,0.476187496521935,2.08886346914982,1.62401515336829,691.4676528008
"wykoff_1982_II",700.674365407461,0.476187496521935,2.08886346914982,1.62401515336829,691.4676528008
"wykoff_1982_III",700.674365407461,0.476187496521935,2.08886346914982,1.62401515336829,691.4676528008
"elmamoun_2013_M8",700.774514803136,0.475857458594358,2.08952142939986,1.62499810797697,691.567802196475
"huang_1992_IV",703.973106493921,0.481986812130959,2.07726800809102,1.603941627497,691.69748968504
"elmamoun_2013_M11",703.976904285977,0.481974438987154,2.0772928165157,1.60435699297312,691.701287477096
"ratkowsky_1986",703.988975561181,0.481935109009239,2.07737167201636,1.60428545839795,691.7133587523
"peschel_1938",703.988975561327,0.481935109008765,2.07737167201731,1.60428557092861,691.713358752446
"elmamoun_2013_M22",704.006189901063,0.481879017009874,2.07748412972063,1.60449889489774,691.730573092182
"elmamoun_2013_M20",704.006189901784,0.481879017007527,2.07748412972533,1.60449949852718,691.730573092903
"strand_1958",704.018462694123,0.481839023066353,2.07756430904396,1.6051021289205,691.742845885242
"elmamoun_2013_M4",704.022118936407,0.481827107696189,2.0775881962205,1.6051251029322,691.746502127526
"huang_1992_I",704.0391813822,0.481771499071739,2.07769967322366,1.6054575395226,691.763564573319
"elmamoun_2013_M15",701.081823819763,0.474843436658362,2.09154167828678,1.62803213226089,691.875111213102
"elmamoun_2013_M16",701.134720898962,0.474668695339371,2.09188962057646,1.62867901170091,691.928008292301
"exponential_model",701.189331234038,0.474488233415885,2.0922488929124,1.62931093508859,691.982618627377
"monomolecular_model",704.277326764359,0.480994730560872,2.07925621379295,1.6068775131116,692.001709955478
"elmamoun_2013_M5",704.293913177068,0.48094058663247,2.07936466757003,1.6044670667727,692.018296368187
"gompertz_model",704.71912194289,0.479550624413018,2.08214691747787,1.60880343312198,692.443505134009
"elmamoun_2013_M2",701.650269866099,0.472962572264851,2.09528379110287,1.63389323394486,692.443557259439
"schumacher_1939",701.650269866116,0.472962572264797,2.09528379110297,1.633893207886,692.443557259455
"elmamoun_2013_M17",701.650269866427,0.472962572263766,2.09528379110502,1.63389332654445,692.443557259766
"huang_1992_VII",705.295161977469,0.477661672187526,2.08592203371409,1.61242263738946,693.019545168588
"logistic_model",705.295161977469,0.477661672187526,2.08592203371409,1.61242263738946,693.019545168588
"larsen_hann_1987",705.73364558004,0.476219201141402,2.08880025223239,1.61031093713971,693.458028771159
"elmamoun_2013_M19",705.902650665867,0.475662165408931,2.08991066635318,1.61163846047689,693.627033856986
"yang_1978",705.902650665867,0.475662165408931,2.08991066635318,1.61163846047689,693.627033856986
"elmamoun_2013_M21",706.146516256942,0.474857347392702,2.09151397695412,1.61266064546468,693.870899448061
"elmamoun_2013_M3",706.176413763056,0.474758593104185,2.09171062472615,1.61298324763401,693.900796954175
"zeide_1992",709.278156862244,0.481216889407983,2.07881115607143,1.60461818989032,693.933635851143
"linear_model_I",707.32453570461,0.453814439216931,2.13300675975128,1.65608849913732,698.117823097949
"ratkowsky_1990",726.147160905174,0.404464999023062,2.22728488559531,1.74617610895599,713.871544096293
"huang_1992_VI",1144.14387069231,-7.25331558179458,8.29156195537929,5.86792439389555,1131.86825388343
"logistic_model_1.3",NA,NA,NA,NA,NA
