"model","bic","r_squared","rmse","mae","aic"
"schumacher_1939",38189.8043703401,0.366612573309749,3.57756151205817,2.81809425983647,38169.2075883434
"elmamoun_2013_M17",38189.8043703401,0.366612573309749,3.57756151205817,2.81809425902133,38169.2075883434
"elmamoun_2013_M2",38189.8043703403,0.366612573309727,3.57756151205823,2.81809424467089,38169.2075883436
"elmamoun_2013_M16",38189.8765810077,0.366606116849831,3.57757974601946,2.81860265327145,38169.279799011
"elmamoun_2013_M15",38190.0726060623,0.366588589635205,3.57762924489839,2.81873781751652,38169.4758240656
"exponential_model",38190.1480699627,0.366581842042008,3.57764830069851,2.81866643007573,38169.551287966
"elmamoun_2013_M4",38197.3347136379,0.366731948141113,3.57722436380684,2.81842764918291,38169.8723376423
"ratkowsky_1986",38197.375823171,0.3667282731793,3.57723474341135,2.81866108035544,38169.9134471754
"peschel_1938",38197.375823171,0.366728273179299,3.57723474341136,2.81866108070703,38169.9134471754
"elmamoun_2013_M22",38197.3820865771,0.366727713264034,3.57723632483984,2.81894600734824,38169.9197105815
"elmamoun_2013_M20",38197.382086578,0.366727713263953,3.57723632484007,2.81894601181627,38169.9197105824
"elmamoun_2013_M11",38197.4405561092,0.366722486374268,3.57725108766915,2.81842848993265,38169.9781801135
"strand_1958",38197.8550079217,0.366685435175612,3.57735573334127,2.81824990773323,38170.3926319261
"elmamoun_2013_M8",38191.150697732,0.366492185410195,3.57790148932502,2.81927724375991,38170.5539157353
"hui_gadow_1993_II",38191.2173904403,0.366486221187893,3.57791833154001,2.81935359102169,38170.6206084436
"elmamoun_2013_M10",38191.2173904403,0.366486221187892,3.57791833154002,2.81935358881876,38170.6206084436
"wykoff_1982_II",38191.2173904403,0.366486221187892,3.57791833154002,2.81935358881876,38170.6206084436
"wykoff_1982_III",38191.2173904403,0.366486221187892,3.57791833154002,2.81935358881876,38170.6206084436
"huang_1992_I",38198.7240835808,0.366607734436479,3.57757517773338,2.81827189123973,38171.2617075852
"huang_1992_IV",38198.8684853105,0.366594823105178,3.57761164093754,2.81914291899059,38171.4061093149
"elmamoun_2013_M14",38197.1019414278,0.365959754088872,3.57940469629458,2.8212835302992,38176.505159431
"elmamoun_2013_M6",38201.624687345,0.365554824877679,3.58054750559419,2.82265377202665,38181.0279053483
"elmamoun_2013_M7",38201.624687345,0.365554824877675,3.58054750559421,2.82265377411207,38181.0279053483
"elmamoun_2013_M13",38201.624687345,0.365554824877675,3.58054750559421,2.82265377411207,38181.0279053483
"gompertz_model",38216.5111050514,0.36501536887737,3.58206941599511,2.82556348360908,38189.0487290558
"hyperbolic_model_I",38223.1944024788,0.363620090696558,3.58600277162025,2.82819276536051,38202.597620482
"pearl_1920",38233.0704758907,0.363529309405976,3.58625853892674,2.83022232643785,38205.6080998951
"lebedev_M23",38237.1313106613,0.363164354119195,3.58728658033162,2.83129038308314,38209.6689346657
"lebedev_M13",38237.1313138246,0.363164353834822,3.58728658113256,2.83128883757221,38209.668937829
"elmamoun_2013_M12",38237.3791802668,0.36234454704399,3.58959481879751,2.83153458061151,38216.7823982701
"linear_model_II",38285.4447855159,0.358003283629389,3.60179336814324,2.84128087272244,38264.8480035192
"elmamoun_2013_M18",38342.5124617644,0.352810563405798,3.61633038793111,2.85264399765571,38321.9156797676
"power_model",38451.9949523838,0.342730625734708,3.64438364528683,2.87402578929329,38431.3981703871
"elmamoun_2013_M1",38468.4554513022,0.341201608068479,3.64862018072186,2.87721140302792,38447.8586693055
"hui_gadow_1993_III",38468.4554513022,0.341201608068479,3.64862018072186,2.87721140302792,38447.8586693055
"larsen_hann_1987",38479.7168947021,0.340978760994559,3.64923722502072,2.87689063657345,38452.2545187065
"elmamoun_2013_M19",38488.4375531469,0.34016698261681,3.65148408749096,2.87883417873508,38460.9751771513
"yang_1978",38488.4375531469,0.34016698261681,3.65148408749096,2.87883417873508,38460.9751771513
"elmamoun_2013_M21",38497.6891021327,0.339304692191116,3.65386924530489,2.88085197667884,38470.2267261371
"elmamoun_2013_M3",38500.3330436935,0.339058056701565,3.65455117064458,2.88076537017824,38472.8706676979
"linear_model_I",38896.8902451903,0.300128478620317,3.76063818631184,2.95643150197482,38876.2934631936
"lebedev_M19",39227.4037213885,0.267618453394375,3.84699026449931,3.01484349622935,39199.9413453929
"ratkowsky_1990",39336.7002829269,0.256231175052658,3.87678196269482,3.03483737678741,39309.2379069313
"lebedev_M16_b",41424.8760212514,-2.12064674709467e-08,4.49523494592848,3.53972672003784,41404.2792392547
"lebedev_M3",41424.8764632869,-8.36056177622169e-08,4.49523508617789,3.53972683437022,41404.2796812902
"lebedev_M4",41424.8904426806,-2.05698346045224e-06,4.49523952157399,3.53973039498692,41404.2936606839
"lebedev_M5",41573.1230527651,-0.0211475503739114,4.54251782976862,3.57561901606643,41552.5262707684
"lebedev_M9",41627.2868779169,-0.0289851058343917,4.5599169717287,3.58869694204489,41606.6900959202
"lebedev_M8",51798.9787305647,-3.32512653866469,9.34871240349931,7.69867809668337,51778.3819485679
"lebedev_M29_b",58649.3970241311,-10.3613445482952,15.1519056033309,14.4676350839208,58621.9346481355
"elmamoun_2013_M5",59527.1537203438,-11.8600254137267,16.1203068415412,15.4803397307882,59499.6913443482
