"model","bic","r_squared","rmse","mae","aic"
"hyperbolic_model_I",1999.66486625961,0.589409823589315,3.05042159510134,2.45774919111788,1987.75874357966
"linear_model_II",1999.80904659266,0.589258391506263,3.05098406485685,2.4530483837055,1987.9029239127
"elmamoun_2013_M12",1999.9733127394,0.589085795301155,3.05162501886935,2.45708798282382,1988.06719005944
"elmamoun_2013_M7",2000.62215387914,0.588403341639559,3.05415806428329,2.46291932576988,1988.71603119918
"elmamoun_2013_M13",2000.62215387914,0.588403341639559,3.05415806428329,2.46291932576988,1988.71603119918
"elmamoun_2013_M6",2000.62215388017,0.588403341638475,3.05415806428731,2.46291928295794,1988.71603120021
"elmamoun_2013_M14",2001.33153170213,0.587655918201954,3.05692984813377,2.46530841445433,1989.42540902218
"huang_1992_IV",2005.6128657187,0.589431568647245,3.05034081811693,2.45656634925189,1989.73803547876
"elmamoun_2013_M11",2005.61600274258,0.589428274611083,3.05035305470411,2.45730740079146,1989.74117250264
"strand_1958",2005.6332259052,0.589410188935023,3.05042023795893,2.45778809401034,1989.75839566526
"peschel_1938",2005.63327939989,0.589410132760144,3.05042044663067,2.45769218945194,1989.75844915995
"elmamoun_2013_M4",2005.63975897377,0.589403328490524,3.05044572221446,2.4579075796486,1989.76492873383
"elmamoun_2013_M22",2005.68425939333,0.589356595078855,3.05061931553537,2.45860411186857,1989.80942915339
"elmamoun_2013_M20",2005.68425939336,0.589356595078828,3.05061931553547,2.45860408806933,1989.80942915342
"huang_1992_I",2005.69134960647,0.589349148593789,3.05064697492052,2.45893642357671,1989.81651936652
"elmamoun_2013_M18",2003.15188875381,0.585731714962753,3.06405412646489,2.46257625649089,1991.24576607385
"elmamoun_2013_M5",2007.21210825282,0.587748849672242,3.05658535307975,2.46506866694414,1991.33727801288
"elmamoun_2013_M8",2003.40079551743,0.585467911878858,3.06502955509039,2.47070591936615,1991.49467283748
"hui_gadow_1993_II",2003.61195963339,0.585243978520443,3.06585731934806,2.47109674562838,1991.70583695343
"elmamoun_2013_M10",2003.6119596346,0.585243978519161,3.0658573193528,2.47109663926025,1991.70583695464
"wykoff_1982_II",2003.6119596346,0.585243978519161,3.0658573193528,2.47109663926025,1991.70583695464
"wykoff_1982_III",2003.6119596346,0.585243978519161,3.0658573193528,2.47109663926025,1991.70583695464
"elmamoun_2013_M15",2004.41204201183,0.584394416556222,3.06899567442893,2.47320467483615,1992.50591933187
"elmamoun_2013_M16",2004.90782368937,0.583867101153698,3.07094200978897,2.4744682501507,1993.00170100941
"exponential_model",2004.95317890725,0.583818827770066,3.07112012651939,2.47449444048435,1993.0470562273
"huang_1992_VII",2009.59871053056,0.585224838481005,3.06592805967489,2.48017903514338,1993.72388029062
"logistic_model",2009.59871053056,0.585224838481005,3.06592805967489,2.48017903514338,1993.72388029062
"lebedev_M13",2010.11421481268,0.584677627776106,3.06794982450913,2.48234054006052,1994.23938457273
"lebedev_M23",2010.1142148211,0.584677627767158,3.06794982454218,2.48234014837782,1994.23938458116
"elmamoun_2013_M2",2006.39746557504,0.582278683425587,3.0767974621229,2.47845628700072,1994.49134289508
"elmamoun_2013_M17",2006.39746557505,0.582278683425579,3.07679746212293,2.47845628598828,1994.49134289509
"schumacher_1939",2006.39746557508,0.582278683425539,3.07679746212308,2.47845629724714,1994.49134289513
"power_model",2010.06183936916,0.578345480991868,3.09124885978642,2.48681523647658,1998.15571668921
"elmamoun_2013_M1",2011.73108487188,0.57654151816149,3.0978544409423,2.49340737759051,1999.82496219192
"hui_gadow_1993_III",2011.73108487188,0.57654151816149,3.0978544409423,2.49340737759051,1999.82496219192
"larsen_hann_1987",2018.05450175121,0.576157188692997,3.09925992315478,2.49476205594523,2002.17967151127
"elmamoun_2013_M19",2019.65772584395,0.574415730825383,3.10562041558911,2.50106611735008,2003.78289560401
"yang_1978",2019.65772584395,0.574415730825383,3.10562041558911,2.50106611735008,2003.78289560401
"elmamoun_2013_M21",2019.74796845326,0.574317494847637,3.10597882410752,2.50145818694304,2003.87313821332
"elmamoun_2013_M3",2019.80334919421,0.574257197450807,3.10619879533469,2.50195390882587,2003.92851895427
"huang_1992_VI",2021.68170927196,0.572207012707556,3.11366883717137,2.50656921039666,2005.80687903202
"linear_model_I",2041.55783207976,0.542974716446267,3.21829390674309,2.60588996301615,2029.6517093998
"lebedev_M19",2084.68193472594,0.497414738420629,3.3748965414277,2.73838028300436,2068.807104486
"ratkowsky_1990",2094.64873342687,0.484438893838905,3.41818577898981,2.77323079854571,2078.77390318693
"lebedev_M16_b",2347.71731608754,-1.85846649181087e-08,4.76053314909635,3.85209805077984,2335.81119340758
"lebedev_M3",2347.71735609392,-1.2090278977972e-07,4.76053339264076,3.85209824253118,2335.81123341396
"lebedev_M4",2347.71794870088,-1.63652294848937e-06,4.76053700021914,3.85210113531254,2335.81182602092
"lebedev_M9",2354.89033520216,-0.0185146454515217,4.80440077879304,3.88133182458392,2342.9842125222
"lebedev_M5",2355.03785965635,-0.0188990039336343,4.80530721544428,3.88092226501028,2343.13173697639
"lebedev_M8",2904.96486933585,-3.15862951616185,9.70802096259786,7.97898130510299,2893.0587466559
"lebedev_M29_b",3186.02526369885,-7.40431175273559,13.8008764058504,12.950884796023,3170.15043345891
