"model","bic","r_squared","rmse","mae","aic"
"linear_model_II",189.959428557027,0.500369115653832,2.26419965712546,1.75741255593738,184.892790194685
"hyperbolic_model_I",189.966547834464,0.500280182467772,2.26440115941042,1.75203537285121,184.899909472122
"elmamoun_2013_M7",189.994056309604,0.499936401015581,2.26517992108118,1.7546745912389,184.927417947262
"elmamoun_2013_M13",189.994056309604,0.499936401015581,2.26517992108118,1.7546745912389,184.927417947262
"elmamoun_2013_M6",189.994056309651,0.499936401014995,2.26517992108251,1.75467495971113,184.927417947309
"elmamoun_2013_M14",190.0285249403,0.499505302612171,2.26615610199068,1.75620246446582,184.961886577958
"elmamoun_2013_M12",190.038002871273,0.499386697206188,2.26642459878421,1.75069757877506,184.971364508932
"elmamoun_2013_M18",190.0845010703,0.498804418410594,2.26774228996221,1.748809399339,185.017862707959
"elmamoun_2013_M8",190.137883099698,0.498135100959128,2.26925600350778,1.75993071938838,185.071244737356
"elmamoun_2013_M10",190.138151526605,0.498131733096755,2.2692636176377,1.76042079103492,185.071513164264
"wykoff_1982_II",190.138151526605,0.498131733096755,2.2692636176377,1.76042079103492,185.071513164264
"wykoff_1982_III",190.138151526605,0.498131733096755,2.2692636176377,1.76042079103492,185.071513164264
"hui_gadow_1993_II",190.138151526613,0.498131733096664,2.26926361763791,1.76042091761019,185.071513164271
"elmamoun_2013_M15",190.192069732756,0.497454781031857,2.27079356594954,1.76300022349907,185.125431370415
"elmamoun_2013_M16",190.211346719508,0.497212533725865,2.27134080759779,1.76422966161286,185.144708357166
"exponential_model",190.228173408554,0.497000983023983,2.27181859716221,1.76586348254746,185.161535046212
"elmamoun_2013_M17",190.297308184126,0.496130863192554,2.27378271658165,1.76859761926955,185.230669821784
"schumacher_1939",190.297308184229,0.496130863191257,2.27378271658457,1.76859781893429,185.230669821887
"elmamoun_2013_M2",190.297308184262,0.496130863190841,2.27378271658551,1.76859785044833,185.23066982192
"power_model",190.364376836728,0.495285308910992,2.27568976015159,1.7503999393297,185.297738474386
"elmamoun_2013_M1",190.513918480508,0.493394880777555,2.27994761829953,1.75201862717265,185.447280118166
"hui_gadow_1993_III",190.513918480508,0.493394880777555,2.27994761829953,1.75201862717265,185.447280118166
"linear_model_I",191.483900006876,0.480959777203661,2.30775972364176,1.75810565337007,186.417261644534
"flewelling_jong_1994",193.638104088906,0.500496554265714,2.26391087907723,1.7533032963583,186.88258627245
"lundqvist_1989",193.641682913102,0.500451861390955,2.26401215808048,1.75305510821764,186.886165096646
"huang_1992_IV",193.64330003222,0.500431665261582,2.26405792325982,1.75289271555702,186.887782215764
"strand_1958",193.651142461944,0.500333709920358,2.26427988057836,1.75274172484023,186.895624645488
"ratkowsky_1986",193.653405790312,0.500305436398237,2.26434394159564,1.75242984405077,186.897887973857
"peschel_1938",193.653405790327,0.500305436398053,2.26434394159606,1.75242988219224,186.897887973871
"elmamoun_2013_M4",193.653681388768,0.500301993510128,2.26435174223024,1.7525093758568,186.898163572312
"elmamoun_2013_M11",193.65472638091,0.500288938827348,2.26438132029564,1.75236765913386,186.899208564454
"huang_1992_I",193.659581844623,0.500228276922533,2.26451875723302,1.75242026308682,186.904064028168
"elmamoun_2013_M20",193.664022397013,0.50017279227983,2.26464445714883,1.75195790402428,186.908504580557
"elmamoun_2013_M22",193.664022397095,0.500172792278802,2.26464445715116,1.75195811216502,186.90850458064
"monomolecular_model",193.682088165363,0.49994699723041,2.26515592167364,1.75115267059,186.926570348907
"elmamoun_2013_M5",193.721093631485,0.499459139393573,2.26626060923913,1.74968970823423,186.965575815029
"seber_1989",193.76002137734,0.498971779098774,2.26736363279421,1.74887656086278,187.004503560884
"gompertz_model",193.760021377358,0.498971779098547,2.26736363279473,1.74887668757826,187.004503560902
"pearl_1920",193.859006378228,0.497730386769749,2.27017080650171,1.74678933985345,187.103488561772
"huang_1992_VII",193.859006380586,0.497730386740132,2.27017080656864,1.74678861640698,187.103488564131
"logistic_model",193.859006380586,0.497730386740132,2.27017080656864,1.74678861640698,187.103488564131
"larsen_hann_1987",194.206334580443,0.493350086725374,2.28004841261769,1.75174845296083,187.450816763987
"elmamoun_2013_M21",194.357576187332,0.491430796880582,2.2843629670299,1.75351990009538,187.602058370876
"elmamoun_2013_M3",194.363635036377,0.491353757445332,2.28453598121126,1.75391374185701,187.608117219922
"elmamoun_2013_M19",194.369601485025,0.491277881494443,2.28470636964772,1.75370066899833,187.614083668569
"yang_1978",194.369601485025,0.491277881494443,2.28470636964772,1.75370066899833,187.614083668569
"ratkowsky_1990",218.561513370436,0.0685898496203946,3.09143817433914,2.52343580928008,211.80599555398
"logistic_model_1.3",NA,NA,NA,NA,NA
