"model","bic","r_squared","rmse","mae","aic"
"elmamoun_2013_M6",238.501188662055,0.557885564427055,1.70249485918948,1.24204112035055,232.319859630415
"elmamoun_2013_M7",238.501188662055,0.557885564427055,1.70249485918948,1.24204112317887,232.319859630415
"elmamoun_2013_M13",238.501188662055,0.557885564427055,1.70249485918948,1.24204112317887,232.319859630415
"hyperbolic_model_I",238.508863898949,0.557827054813952,1.7026075099107,1.23815671850432,232.32753486731
"elmamoun_2013_M14",238.536756478016,0.557614359815621,1.7030169566747,1.24391724384668,232.355427446377
"elmamoun_2013_M12",238.631348667562,0.556892284498581,1.70440624807033,1.23202107991017,232.450019635922
"elmamoun_2013_M8",238.674142216947,0.556565230206289,1.70503513641779,1.24746527051378,232.492813185308
"elmamoun_2013_M10",238.686808408531,0.556468381187656,1.70522132159711,1.24743012890862,232.505479376891
"wykoff_1982_II",238.686808408531,0.556468381187656,1.70522132159711,1.24743012890862,232.505479376891
"wykoff_1982_III",238.686808408531,0.556468381187656,1.70522132159711,1.24743012890862,232.505479376891
"hui_gadow_1993_II",238.686808408531,0.556468381187655,1.70522132159711,1.2474301117963,232.505479376892
"elmamoun_2013_M15",238.748984556714,0.555992659217093,1.70613556740037,1.2487103516044,232.567655525074
"elmamoun_2013_M16",238.785243610703,0.555714998536519,1.70666895128955,1.24906378639422,232.603914579063
"exponential_model",238.857481369536,0.555161306340324,1.70773209211353,1.24979798798237,232.676152337897
"elmamoun_2013_M17",238.902540729167,0.554815583328327,1.70839557712758,1.25065960332013,232.721211697528
"elmamoun_2013_M2",238.902540729169,0.554815583328317,1.7083955771276,1.25065956954248,232.721211697529
"schumacher_1939",238.902540729194,0.554815583328124,1.70839557712797,1.25065946490892,232.721211697555
"linear_model_II",239.862260681846,0.547387879960358,1.72258853024276,1.22703133017143,233.680931650207
"monomolecular_model",241.941981096726,0.562583809900196,1.69342469323049,1.23495346531006,233.700209054541
"huang_1992_IV",242.415019379657,0.559001729167325,1.70034443675291,1.24306304843169,234.173247337471
"elmamoun_2013_M20",242.459290142833,0.558664991531518,1.70099348771803,1.24099050203477,234.217518100647
"elmamoun_2013_M22",242.459290156914,0.558664991424374,1.7009934879245,1.24099249498995,234.217518114728
"ratkowsky_1986",242.531156394364,0.558117806173794,1.70204764203691,1.24167678674007,234.289384352178
"peschel_1938",242.531156398375,0.558117806143234,1.70204764209576,1.24167433704027,234.28938435619
"ratkowsky_1990",242.536754248098,0.558075155979628,1.7021297803442,1.23924824155824,234.294982205913
"huang_1992_I",242.542476254772,0.558031555606429,1.70221374446646,1.23938220400305,234.300704212586
"elmamoun_2013_M11",242.551493281078,0.557962839211772,1.70234606776547,1.24142115340283,234.309721238892
"elmamoun_2013_M4",242.552903793953,0.557952089096457,1.70236676772794,1.24020295969836,234.311131751767
"strand_1958",242.563208841643,0.557873542035998,1.70251800695189,1.23980862157816,234.321436799457
"elmamoun_2013_M18",240.529366755142,0.542151959210524,1.73252352975394,1.2197016645826,234.348037723503
"lundqvist_1989",242.663166190651,0.557110923201597,1.70398570117164,1.24222472485521,234.421394148466
"flewelling_jong_1994",242.699274790359,0.55683511141779,1.70451620216231,1.24245152839852,234.457502748173
"zeide_1992",245.084864162266,0.569449284525845,1.68008254247892,1.20467971354783,234.782649109534
"power_model",242.113347108137,0.529475821582808,1.75634340393389,1.21598592879664,235.932018076498
"elmamoun_2013_M1",242.547934866852,0.525936993072478,1.76293579129956,1.21632657786783,236.366605835212
"hui_gadow_1993_III",242.547934866852,0.525936993072478,1.76293579129956,1.21632657786783,236.366605835212
"larsen_hann_1987",246.419935908354,0.527474724132581,1.76007422751116,1.21382913664577,238.178163866168
"elmamoun_2013_M3",246.864736318122,0.523837009810623,1.76683616399904,1.21470888430057,238.622964275936
"elmamoun_2013_M21",246.879351122356,0.523717011436058,1.76705878116602,1.21417727856834,238.63757908017
"linear_model_I",249.843956387797,0.462389826275991,1.87738006013705,1.29162241472484,243.662627356158
"elmamoun_2013_M5",417.895493961947,-8.08669357845993,7.71829552166527,7.26904054178429,409.653721919761
"logistic_model_1.3",NA,NA,NA,NA,NA
