"model","bic","r_squared","rmse","mae","aic"
"elmamoun_2013_M20",91902.1719051564,0.430570234037604,4.80409085919648,3.79654796074939,91871.6112138103
"elmamoun_2013_M22",91902.1719051924,0.430570234036272,4.8040908592021,3.79654806504653,91871.6112138462
"elmamoun_2013_M4",91902.3697878924,0.430562902804983,4.80412178469105,3.79705247562762,91871.8090965463
"peschel_1938",91905.1324508819,0.430460540789049,4.80455355976805,3.79755929103812,91874.5717595357
"ratkowsky_1986",91905.1324508823,0.430460540789034,4.80455355976812,3.79755927054701,91874.5717595362
"strand_1958",91907.4402126536,0.430375019639394,4.80491426833165,3.7985126183302,91876.8795213075
"huang_1992_I",91943.6321790765,0.429032134834784,4.81057470121595,3.80705728649638,91913.0714877304
"huang_1992_IV",91960.3504754872,0.428410742292072,4.8131916982115,3.80854873528747,91929.7897841411
"schumacher_1939",91959.9132872383,0.428068393411936,4.8146328940585,3.80973443767987,91936.9927687287
"elmamoun_2013_M2",91959.9132872383,0.428068393411936,4.8146328940585,3.8097344369571,91936.9927687287
"elmamoun_2013_M17",91959.9132872476,0.42806839341159,4.81463289405996,3.80973458797985,91936.9927687381
"elmamoun_2013_M16",91975.0598438329,0.427504498533678,4.81700579837863,3.81218631747513,91952.1393253233
"exponential_model",91978.5810949098,0.427373325382146,4.81755761550224,3.81263481711381,91955.6605764002
"elmamoun_2013_M15",91984.4187918878,0.427155794093361,4.81847258336501,3.81394201612253,91961.4982733782
"hui_gadow_1993_II",91993.0498369194,0.426834022289796,4.81982568332958,3.81515889697509,91970.1293184098
"elmamoun_2013_M10",91993.0498369237,0.426834022289636,4.81982568333025,3.81515905358548,91970.1293184141
"wykoff_1982_II",91993.0498369237,0.426834022289636,4.81982568333025,3.81515905358548,91970.1293184141
"wykoff_1982_III",91993.0498369237,0.426834022289636,4.81982568333025,3.81515905358548,91970.1293184141
"lebedev_M23",92008.6744378388,0.426610812242821,4.82076409282875,3.80580723535639,91978.1137464926
"elmamoun_2013_M8",92002.1469938599,0.426494677837305,4.82125226756111,3.81708493136196,91979.2264753504
"elmamoun_2013_M14",92058.9240979476,0.424372219294704,4.83016540012012,3.82710088337676,92036.003579438
"elmamoun_2013_M6",92091.8115862455,0.4231392186559,4.8353357648914,3.83287573147948,92068.8910677359
"elmamoun_2013_M7",92091.8115863195,0.423139218653125,4.83533576490303,3.83287559882842,92068.8910678099
"elmamoun_2013_M13",92091.8115863195,0.423139218653125,4.83533576490303,3.83287559882842,92068.8910678099
"hyperbolic_model_I",92233.5471447664,0.417795052609484,4.85768193997657,3.85711722944284,92210.6266262568
"elmamoun_2013_M12",92290.1079197271,0.415648622703831,4.86662817225916,3.8669173288583,92267.1874012176
"linear_model_II",92460.9846641781,0.409115819919704,4.89375599229825,3.88310813098516,92438.0641456685
"elmamoun_2013_M18",92725.8387717081,0.398845536281768,4.93610248364921,3.93110550257101,92702.9182531986
"power_model",93134.3210336014,0.38265470204919,5.00213262386524,3.99269875948871,93111.4005150918
"elmamoun_2013_M1",93180.6826212451,0.380789749708294,5.0096824539599,4.00030014588195,93157.7621027355
"hui_gadow_1993_III",93180.6826212451,0.380789749708294,5.0096824539599,4.00030014588195,93157.7621027355
"larsen_hann_1987",93210.7544121186,0.379966075020098,5.01301329136442,4.00207210775822,93180.1937207724
"elmamoun_2013_M19",93246.8419067411,0.378508576035992,5.01890181838133,4.00788583016652,93216.281215395
"yang_1978",93246.8419067411,0.378508576035992,5.01890181838133,4.00788583016652,93216.281215395
"elmamoun_2013_M21",93249.7345208755,0.378391601146362,5.01937411602008,4.00955253606606,93219.1738295293
"elmamoun_2013_M3",93254.0875614529,0.378215526338568,5.02008495161904,4.00927859713523,93223.5268701068
"linear_model_I",94607.060751315,0.320574480197373,5.24761612038657,4.20141018497756,94584.1402328054
"lebedev_M19",95607.5966001087,0.275329490269733,5.41952749517107,4.35355877942637,95577.0359087626
"ratkowsky_1990",95888.1634729507,0.261979744701208,5.46921845471218,4.3927610816777,95857.6027816046
"lebedev_M16_b",100547.683917133,-2.63854054161072e-08,6.36635915664808,5.14331349385575,100524.763398623
"lebedev_M3",100547.685557515,-1.33111693889632e-07,6.36635949637701,5.14331376761371,100524.765039006
"lebedev_M4",100547.713878616,-1.97573563753828e-06,6.36636536177674,5.14331843385233,100524.793360106
"lebedev_M13",100557.323615711,4.47067716180527e-09,6.36635905842763,5.1433134233656,100526.762924365
"lebedev_M5",100860.674168666,-0.0205724937857494,6.43151163212706,5.19492512077197,100837.753650157
"lebedev_M9",100966.106228501,-0.0275972794506463,6.45360830428691,5.21258709657952,100943.185709992
"lebedev_M8",123635.487067339,-3.49126436853741,13.4919722626045,11.2342287285209,123612.56654883
"lebedev_M29_b",136338.135172739,-9.25704014097458,20.3892925578724,19.3673917411587,136307.574481393
"elmamoun_2013_M5",137758.478021611,-10.2500704132371,21.3534843083844,20.382714779652,137727.917330265
