"model","bic","r_squared","rmse","mae","aic"
"linear_model_II",3222.80542111948,0.484178449341832,3.21787071350543,2.49971679219431,3209.52110530143
"elmamoun_2013_M18",3224.67445982136,0.482618598908427,3.22273248020416,2.5123949923286,3211.39014400331
"hyperbolic_model_I",3225.46952603884,0.481953628367591,3.22480284262137,2.49993197452266,3212.18521022079
"elmamoun_2013_M12",3225.53365308299,0.481899957118149,3.22496988820318,2.50281437243758,3212.24933726494
"huang_1992_IV",3230.4312591832,0.483179395234352,3.22098542616039,2.50184854765881,3212.71883809246
"elmamoun_2013_M11",3231.14892237105,0.482579850457611,3.22285315863668,2.50231408296468,3213.43650128031
"peschel_1938",3231.28534481567,0.482465802798901,3.22320832320237,2.50340014296453,3213.57292372494
"ratkowsky_1986",3231.28534534716,0.482465802354532,3.22320832458613,2.50339633692846,3213.57292425643
"elmamoun_2013_M7",3227.17880023924,0.480521145350881,3.22925831858188,2.50101541568457,3213.89448442119
"elmamoun_2013_M13",3227.17880023924,0.480521145350881,3.22925831858188,2.50101541568457,3213.89448442119
"elmamoun_2013_M6",3227.17880023925,0.480521145350878,3.22925831858188,2.50101542031929,3213.89448442119
"strand_1958",3231.85382695687,0.481990287307928,3.22468874091837,2.50043893273658,3214.14140586613
"elmamoun_2013_M4",3231.86683051143,0.481979405178184,3.22472261219154,2.50096441612312,3214.15440942069
"elmamoun_2013_M20",3231.89373469544,0.481956889468515,3.22479269254151,2.50494100154166,3214.1813136047
"elmamoun_2013_M22",3231.89373491024,0.481956889288749,3.22479269310103,2.50493934080049,3214.1813138195
"elmamoun_2013_M14",3228.00724762468,0.479825428037093,3.23142000350285,2.50248581692016,3214.72293180662
"huang_1992_I",3232.47578876841,0.481469537428367,3.22630920710802,2.50109347458455,3214.76336767767
"power_model",3229.00496222509,0.478986325864224,3.23402528169754,2.53308424071859,3215.72064640703
"elmamoun_2013_M8",3230.25913012983,0.477929619809823,3.23730320245349,2.50736510679633,3216.97481431177
"elmamoun_2013_M1",3230.57957692803,0.477659282019077,3.23814126199872,2.53896015977691,3217.29526110998
"hui_gadow_1993_III",3230.57957692803,0.477659282019077,3.23814126199872,2.53896015977691,3217.29526110998
"hui_gadow_1993_II",3230.65237280292,0.47759784989385,3.23833167416086,2.50852479284698,3217.36805698487
"elmamoun_2013_M10",3230.6523728056,0.477597849891589,3.23833167416787,2.50852490840191,3217.36805698755
"wykoff_1982_II",3230.6523728056,0.477597849891589,3.23833167416787,2.50852490840191,3217.36805698755
"wykoff_1982_III",3230.6523728056,0.477597849891589,3.23833167416787,2.50852490840191,3217.36805698755
"elmamoun_2013_M5",3235.18042815628,0.47919892956969,3.23336537971363,2.52406238615824,3217.46800706555
"elmamoun_2013_M15",3231.32628488143,0.477028795240532,3.24009495762171,2.51031317726345,3218.04196906337
"elmamoun_2013_M16",3231.93668125558,0.47651283858411,3.24169288157765,2.51198211117677,3218.65236543752
"exponential_model",3232.17703623223,0.476309531353361,3.24232231021867,2.51321406069912,3218.89272041418
"larsen_hann_1987",3237.37404553987,0.477350036248181,3.23909967217636,2.54027573282842,3219.66162444913
"elmamoun_2013_M2",3233.4004432194,0.475273472984678,3.24552799711356,2.51564808919585,3220.11612740135
"schumacher_1939",3233.4004432194,0.475273472984676,3.24552799711356,2.51564809877119,3220.11612740135
"elmamoun_2013_M17",3233.40044321946,0.475273472984627,3.24552799711372,2.51564810827487,3220.11612740141
"elmamoun_2013_M21",3239.0352877794,0.475945489688445,3.24344905915388,2.54647625455927,3221.32286668866
"elmamoun_2013_M3",3239.23939218451,0.475772663403458,3.24398383848719,2.54720758717353,3221.52697109377
"gompertz_model",3241.22837297736,0.474085498501504,3.24919983801831,2.51895299625215,3223.51595188662
"huang_1992_VII",3246.6245369778,0.46948077025648,3.26339328103072,2.52906772722372,3228.91211588707
"logistic_model",3246.6245369778,0.46948077025648,3.26339328103072,2.52906772722372,3228.91211588707
"lebedev_M13",3248.01034139682,0.468291724249793,3.26704833511182,2.53179976805302,3230.29792030609
"lebedev_M23",3248.01034233016,0.468291723448076,3.26704833757487,2.5317958050724,3230.29792123942
"linear_model_I",3254.65313466902,0.456944710070019,3.30172481728518,2.60886222337759,3241.36881885097
"lebedev_M19",3300.94751017047,0.420818759675726,3.40977791197295,2.74143195884542,3283.23508907973
"ratkowsky_1990",3312.06005933904,0.410327160651162,3.44052257670552,2.7707892248017,3294.3476382483
"lebedev_M16_b",3632.57997621278,-2.93505311166342e-08,4.48042133091995,3.61748983489753,3619.29566039473
"lebedev_M3",3632.58001855399,-9.77531360302208e-08,4.48042148415619,3.61748994182157,3619.29570273594
"lebedev_M4",3632.58076177922,-1.29844093410547e-06,4.48042417394882,3.61749186388676,3619.29644596116
"lebedev_M9",3645.39134228369,-0.0209125713155272,4.52702742687391,3.65111295164823,3632.10702646564
"lebedev_M5",3645.68874103005,-0.0214031869330504,4.52811506338916,3.64817652119972,3632.404425212
"lebedev_M8",4431.50630146664,-2.63523081351326,8.54249720362311,6.98284970044825,4418.22198564859
"lebedev_M29_b",4929.31629492896,-7.04060567401632,12.7046654069108,11.8860127141973,4911.60387383822
