"a","a ~ fe1 (mix stand)","a ~ fe2 (artificial stand)","a ~ fe3 (Atlantic region)","a ~ fe3 (Alpine region)","a ~ fe3 (Macaronesian region)","b","b ~ fe1 (mix stand)","b ~ fe2 (artificial stand)","b ~ fe3 (Atlantic region)","b ~ fe3 (Alpine region)","b ~ fe3 (Macaronesian region)"
0.791107935507441,0.0179742918743663,-0.0119812862492191,0.201486366723887,-0.0323944527070033,0.183767256321656,2.53375108341312,-0.0390335215450275,0.0382250816531315,-0.0690993469623317,0.034801026756618,-0.199457488760704
