"model","term","estimate","std.error","statistic","p.value"
"ratkowsky_1990","a",4.11723279814471,0.033267669486083,123.760782217314,0
"ratkowsky_1990","b",-49.1190448641977,2.6587873102682,-18.4742287111499,8.56260668650623e-74
"ratkowsky_1990","c",12.315206682473,1.03347665089495,11.9162892280232,2.62852730176341e-32
"elmamoun_2013_M22","a",1.20622164405853,0.0394590415776584,30.5689544355656,1.86044232790719e-188
"elmamoun_2013_M22","b",2.13426751282984,0.212669886847017,10.03558869792,1.76209010897856e-23
"elmamoun_2013_M22","c",0.0167622239958695,0.00117053043541469,14.3201949208019,1.26649406571459e-45
"monomolecular_model","a",49.3600904550895,2.04657539109052,24.1183836520129,9.69752208630198e-122
"monomolecular_model","b",1.00499352517323,0.00735154155411354,136.705141061318,0
"monomolecular_model","c",0.0180500459317781,0.00123997282171303,14.5568077103834,4.68750193855657e-47
"elmamoun_2013_M11","a",4.48464008254435,0.109554643728116,40.9351893259218,1.29052436784589e-316
"elmamoun_2013_M11","b",3.92499039267807,0.266047156293352,14.7529875807064,2.93588810760553e-48
"elmamoun_2013_M11","c",0.659178293835318,0.0372499550213566,17.6960829471442,4.89835819303851e-68
"elmamoun_2013_M4","a",3.2700798564973,0.660961069858456,4.94746212087435,7.76270244751336e-07
"elmamoun_2013_M4","b",1.04821235445519,0.0496549142299221,21.1099419002426,7.24366487051584e-95
"elmamoun_2013_M4","c",0.0135180204503604,0.000850689618759082,15.8906611204207,1.59758930723828e-55
"strand_1958","a",0.012784821143495,0.00071653473899847,17.8425698680916,4.19511866031893e-69
"strand_1958","b",1.05305621517186,0.0405139913961209,25.9924085206941,6.63868886789302e-140
"strand_1958","c",0.839856735296899,0.517754671150104,1.62211329437415,0.104841490806431
"hyperbolic_model_I","a",85.0471735474434,2.40079011295518,35.4246600269263,1.01777945888133e-245
"hyperbolic_model_I","b",94.9370483280112,3.57747637861563,26.5374354099156,2.20001867076331e-145
"seber_1989","beta0",36.5698530922399,0.636989397169159,57.410458093588,0
"seber_1989","beta1",0.0467998976807293,0.00141295131545428,33.122087908374,6.90812025495667e-218
"seber_1989","beta2",18.2071139019665,0.386439812695746,47.1150055035905,0
"huang_1992_IV","a",0.350420372215681,0.0733855747268672,4.7750579527367,1.84732029217656e-06
"huang_1992_IV","b",1.73525311053136,0.148883744380629,11.6550877851049,5.37175613004104e-31
"huang_1992_IV","c",0.10941007041214,0.0100405645357636,10.8968046589841,2.40041801668387e-27
"elmamoun_2013_M18","a",0.554434666921014,0.017623121537743,31.4606391230745,1.46761713499293e-198
"elmamoun_2013_M18","b",2.86799894311955,0.0254454361429566,112.711722723347,0
"elmamoun_2013_M12","a",102.826951100348,3.99916218875441,25.712123251589,4.0166943139015e-137
"elmamoun_2013_M12","b",132.386380351901,6.41726460472859,20.6297213074791,7.50705042275167e-91
"elmamoun_2013_M7","a",2.71521445386063,0.026935977993091,100.802519758409,0
"elmamoun_2013_M7","b",0.136272189526695,0.000871609926120634,156.345385066019,0
"elmamoun_2013_M13","a",2.71521445386063,0.026935977993091,100.802519758409,0
"elmamoun_2013_M13","b",0.136272189526695,0.000871609926120634,156.345385066019,0
"elmamoun_2013_M6","a",53.8498682307787,0.688857011823024,78.1727808624142,0
"elmamoun_2013_M6","b",19.9248822001956,0.320307594792168,62.2054628867728,0
"pearl_1920","beta0",33.0236295768948,0.39313379097044,84.0009949167099,0
"pearl_1920","beta1",5.82221657818613,0.123409720096884,47.1779416857548,0
"pearl_1920","beta2",0.0754248207409839,0.00163195047358412,46.2175917479496,0
"huang_1992_VII","a",33.0235206496489,0.393128499601703,84.0018484620336,0
"huang_1992_VII","b",5.82223304723483,0.123411067087101,47.177560203135,0
"huang_1992_VII","c",0.0754252663581032,0.00163195594972902,46.2177097185911,0
"logistic_model","a",33.0235206496489,0.393128499601703,84.0018484620336,0
"logistic_model","b",5.82223304723483,0.123411067087101,47.177560203135,0
"logistic_model","c",0.0754252663581032,0.00163195594972902,46.2177097185911,0
"elmamoun_2013_M14","a",0.208599998390307,0.000944681320707076,220.815203834213,0
"elmamoun_2013_M14","b",2.87944160580185,0.0285781477813587,100.756760999049,0
"power_model","a",1.49093724903667,0.0341345048504305,43.6783031003264,0
"power_model","b",0.765453870729766,0.00661226006706622,115.762819817429,0
"elmamoun_2013_M1","a",1.1486044301392,0.0286765169076463,40.0538333800552,6.48460063306327e-305
"elmamoun_2013_M1","b",0.821494744949133,0.0071774799865772,114.454480748875,0
"hui_gadow_1993_III","a",1.1486044301392,0.0286765169076463,40.0538333800552,6.48460063306327e-305
"hui_gadow_1993_III","b",0.821494744949133,0.0071774799865772,114.454480748875,0
"larsen_hann_1987","a",-5.17914064010373,2.97640650191653,-1.74006495307978,0.0819085066736698
"larsen_hann_1987","b",5.94377433852505,2.85829591908547,2.07948179852098,0.037623403251404
"larsen_hann_1987","c",0.0937407509336936,0.0342850126975281,2.73416118467566,0.00627574164206155
"elmamoun_2013_M21","a",-15.4818378409541,14.3421367388304,-1.07946522354916,0.28043192102667
