"model","term","estimate","std.error","statistic","p.value"
"elmamoun_2013_M10","a",3.10353007205231,0.0138326328416244,224.362932753722,0
"elmamoun_2013_M10","b",-10.1377379302549,0.275872395728527,-36.747924356415,4.20253743068789e-229
"wykoff_1982_II","a",3.10353007205231,0.0138326328416244,224.362932753722,0
"wykoff_1982_II","b",-10.1377379302549,0.275872395728527,-36.747924356415,4.20253743068789e-229
"wykoff_1982_III","a",3.10353007205231,0.0138326328416244,224.362932753722,0
"wykoff_1982_III","b",-10.1377379302549,0.275872395728527,-36.747924356415,4.20253743068789e-229
"hui_gadow_1993_II","a",22.2764501446228,0.308141964029712,72.2928154714911,0
"hui_gadow_1993_II","b",-10.1377379544081,0.275872396570584,-36.7479243317999,4.20253975333732e-229
"elmamoun_2013_M8","a",0.537659384311717,0.00156779785794177,342.939226245383,0
"elmamoun_2013_M8","b",1.08759878145436,0.0301830062137849,36.0334810174622,3.75621207277426e-222
"elmamoun_2013_M15","a",0.679454977346374,0.00119109527937702,570.44552951444,0
"elmamoun_2013_M15","b",0.821694596550909,0.0227076237944929,36.1858468322075,1.24433727463036e-223
"exponential_model","a",3.14889792428615,0.0125512805454756,250.882602207569,0
"exponential_model","b",-9.1663014363472,0.247166197359131,-37.0855785875469,2.12687513468245e-232
"elmamoun_2013_M16","a",21.9487196884099,0.296311938090874,74.0730185554611,0
"elmamoun_2013_M16","b",9.55861781508631,0.261129993440133,36.6048253942829,1.04299667516929e-227
"elmamoun_2013_M14","a",0.285506107702601,0.00185914487829919,153.568509391152,0
"elmamoun_2013_M14","b",1.30869560063894,0.036712565247663,35.6470759210226,2.09343353395609e-218
"schumacher_1939","beta0",21.632979229386,0.285102404804052,75.8779261937622,0
"schumacher_1939","beta1",-9.00684534923202,0.247101680907147,-36.44995580834,3.36054142402168e-226
"elmamoun_2013_M2","a",21.6329792570201,0.285102405737377,75.8779260422917,0
"elmamoun_2013_M2","b",-9.00684537517516,0.24710168187345,-36.4499557707903,3.36054425212004e-226
"elmamoun_2013_M17","a",3.07421891759555,0.0131790629819843,233.26536353897,0
"elmamoun_2013_M17","b",-9.00684436999137,0.247101676022028,-36.4499525660379,3.36078563071284e-226
"elmamoun_2013_M6","a",23.347821254937,0.403297660711914,57.8922803909218,0
"elmamoun_2013_M6","b",6.12362605715262,0.222999918592626,27.4602165588194,2.92415145525927e-142
"elmamoun_2013_M7","a",1.26731726571673,0.0357355135988059,35.4638044368019,1.24206567830006e-216
"elmamoun_2013_M7","b",0.206955445685722,0.00178741824964244,115.784565658945,0
"elmamoun_2013_M13","a",1.26731726571673,0.0357355135988059,35.4638044368019,1.24206567830006e-216
"elmamoun_2013_M13","b",0.206955445685722,0.00178741824964244,115.784565658945,0
"huang_1992_I","a",23.6336229126835,0.73999014348918,31.937753658781,5.12096755808432e-183
"huang_1992_I","b",9.71988290863043,1.19677475598796,8.12173122803421,7.7215318911327e-16
"huang_1992_I","c",1.52147024038372,1.09136085336793,1.39410373359873,0.163432649966378
