"model","term","estimate","std.error","statistic","p.value"
"lebedev_M23","a",1.11666634186551,0.00165570842792284,674.434171520413,0
"lebedev_M23","b",28.8716724252049,0.109558898157591,263.52649497876,0
"lebedev_M23","c",0.161828898220567,0.00403026554314341,40.1534083767464,0
"huang_1992","beta0",31.124960543967,0.137269040543799,226.744212829519,0
"huang_1992","beta1",2.48416036246899,0.0438223046629839,56.6871227237696,0
"huang_1992","beta2",0.0792805052501655,0.00121312283727557,65.352413468873,0
"elmamoun_2013_M20","a",33.4377690827185,0.295762227199281,113.056252650507,0
"elmamoun_2013_M20","b",0.00518162023435646,0.000396119549699008,13.0809505319637,6.42950422609208e-39
"elmamoun_2013_M20","c",1.79281010406425,0.0308288113393508,58.1537213462348,0
"elmamoun_2013_M22","a",1.79281473880274,0.0308289080150583,58.1536893206546,0
"elmamoun_2013_M22","b",5.77166272882328,0.484588290444376,11.9104461305298,1.39348611306311e-32
"elmamoun_2013_M22","c",0.0299063818517243,0.000264524924337521,113.056952673258,0
"elmamoun_2013_M4","a",8.40938197287111,0.331821462941021,25.34309233145,3.34386561144933e-139
"elmamoun_2013_M4","b",0.128725760269813,0.0238253628855161,5.40288770787487,6.64292550162935e-08
"elmamoun_2013_M4","c",0.0292161131152527,0.000411090167073493,71.0698417411418,0
"ratkowsky_1986","beta0",35.271053310421,0.319716170037162,110.319891878854,0
"ratkowsky_1986","beta1",0.00738531617936567,0.000531900751204502,13.8847635816295,1.33128975297478e-43
"ratkowsky_1986","beta2",1.68857712590808,0.0297221080080496,56.8121589979674,0
"peschel_1938","a",35.2710564606688,0.319716115401845,110.319920584351,0
"peschel_1938","b",0.00738530318825714,0.000531899755549224,13.8847651483338,1.33126096031189e-43
"peschel_1938","c",1.68857755361585,0.0297221019376443,56.8121849914388,0
"strand_1958","a",0.027221515669845,0.000359046189030833,75.8161944103168,0
"strand_1958","b",0.191309991085478,0.0203907375390552,9.38220065454001,7.22873528704183e-21
"strand_1958","c",6.34191232127117,0.277503114556343,22.8534815957301,6.13985944700649e-114
"huang_1992_IV","a",0.0364788986223454,0.00532197034809105,6.85439719434552,7.39906023696134e-12
"huang_1992_IV","b",3.96902981812471,0.113533643340693,34.9590632462521,6.3877473697136e-259
"huang_1992_IV","c",0.214564405088502,0.0018601712317069,115.346588223288,0
"schumacher_1939","beta0",39.4159326346206,0.163946264010594,240.419828243684,0
"schumacher_1939","beta1",-15.933602537657,0.116077088862053,-137.267420245115,0
"elmamoun_2013_M17","a",3.67417011611171,0.00415939061584115,883.343368165167,0
"elmamoun_2013_M17","b",-15.9336025360446,0.116077088937823,-137.267420141622,0
"elmamoun_2013_M2","a",39.4159314303499,0.163946259230204,240.41982790839,0
"elmamoun_2013_M2","b",-15.9336016314712,0.116077087755126,-137.267413747357,0
"elmamoun_2013_M16","a",39.8840276801511,0.168519377614228,236.673243426361,0
"elmamoun_2013_M16","b",16.5894456520459,0.120354486326765,137.838199126248,0
"hui_gadow_1993_II","a",40.3652796689209,0.173293895587895,232.929610890116,0
"hui_gadow_1993_II","b",-17.2675930568949,0.124792194062728,-138.37077860988,0
"elmamoun_2013_M10","a",3.69796973897796,0.00429314211956378,861.366718359117,0
"elmamoun_2013_M10","b",-17.2675850002747,0.124792179789066,-138.370729876358,0
"wykoff_1982_II","a",3.69796973897796,0.00429314211956378,861.366718359117,0
"wykoff_1982_II","b",-17.2675850002747,0.124792179789066,-138.370729876358,0
"wykoff_1982_III","a",3.69796973897796,0.00429314211956378,861.366718359117,0
"wykoff_1982_III","b",-17.2675850002747,0.124792179789066,-138.370729876358,0
"elmamoun_2013_M15","a",0.629802742583359,0.000352870549782911,1784.79825808875,0
"elmamoun_2013_M15","b",1.36472033451982,0.0100154072005295,136.26209171482,0
"exponential_model","a",3.71903511751583,0.00403231553269023,922.30756431767,0
"exponential_model","b",-16.195343020801,0.116167842214582,-139.41330674702,0
"huang_1992_I","a",41.0978294281879,0.342342289106107,120.048941471703,0
"huang_1992_I","b",16.0214748170727,0.421896348515691,37.9749075180177,2.35458230213592e-303
"huang_1992_I","c",0.864522626720733,0.312433904355966,2.76705765497125,0.00566238554253147
"elmamoun_2013_M8","a",0.475773396132833,0.000447008230601665,1064.35041585801,0
"elmamoun_2013_M8","b",1.73813371676058,0.0128126361205518,135.657775683848,0
"elmamoun_2013_M14","a",0.222488331956504,0.000477980414926308,465.475833336824,0
"elmamoun_2013_M14","b",1.88362011747205,0.0140515764910613,134.050447554429,0
"elmamoun_2013_M6","a",43.8334404147736,0.25311234204776,173.177807372596,0
"elmamoun_2013_M6","b",11.4496693782446,0.117642656114762,97.3258319420743,0
"elmamoun_2013_M7","a",1.72938282056708,0.0129780941201154,133.253989727707,0
"elmamoun_2013_M7","b",0.151041696552787,0.000436088862349938,346.355317902121,0
"elmamoun_2013_M13","a",1.72938282056708,0.0129780941201154,133.253989727707,0
"elmamoun_2013_M13","b",0.151041696552787,0.000436088862349938,346.355317902121,0
"linear_model_II","a",-18.3363099642171,0.265378592254375,-69.0949100620787,0
"linear_model_II","b",12.4892278169521,0.0801156703096339,155.889949727478,0
"hyperbolic_model_I","a",50.3403489647837,0.403691211958192,124.700135830544,0
"hyperbolic_model_I","b",32.6880127004241,0.504512740115871,64.7912532256702,0
"elmamoun_2013_M12","a",50.5566657048782,0.45393883466755,111.373299316645,0
"elmamoun_2013_M12","b",36.6834198287476,0.60393968815817,60.7402039442393,0
"elmamoun_2013_M18","a",2.02795609765919,0.0352351082288497,57.5549842074488,0
"elmamoun_2013_M18","b",1.95317985541899,0.0139459744014128,140.053308517555,0
"power_model","a",4.14197846379753,0.0528415750910038,78.3848410397345,0
"power_model","b",0.512544290711066,0.00369125824565362,138.853544401716,0
"elmamoun_2013_M1","a",3.56729167743193,0.0484004652231079,73.7036650575167,0
"elmamoun_2013_M1","b",0.539556911206038,0.00391719105093024,137.740769901408,0
"hui_gadow_1993_III","a",3.56729167743193,0.0484004652231079,73.7036650575167,0
"hui_gadow_1993_III","b",0.539556911206038,0.00391719105093024,137.740769901408,0
"larsen_hann_1987","a",-8.18739063679289,5.81616671655141,-1.40769531476695,0.159238987041738
"larsen_hann_1987","b",9.74870877732753,5.75451345920016,1.694097832327,0.0902644034864621
"larsen_hann_1987","c",0.0446649563040202,0.0228439532621456,1.95522008784854,0.0505729163290392
"elmamoun_2013_M19","a",-124.061417632322,83.3616683194527,-1.48823098353674,0.136707921399318
"elmamoun_2013_M19","b",0.0310944402720779,0.0219383382453426,1.41735622472131,0.156396522475465
"elmamoun_2013_M19","c",0.491265454212763,0.0257818198593348,19.0547237120226,3.85275638403249e-80
"yang_1978","a",-124.061417632322,83.3616683194527,-1.48823098353674,0.136707921399318
"yang_1978","b",0.0310944402720779,0.0219383382453426,1.41735622472131,0.156396522475465
"yang_1978","c",0.491265454212763,0.0257818198593348,19.0547237120226,3.85275638403249e-80
"elmamoun_2013_M21","a",-9.18136329907843,6.4980117398541,-1.4129496323878,0.157688233980911
"elmamoun_2013_M21","b",10.5977158706901,6.43221583128592,1.64759954402391,0.099452741315708
"elmamoun_2013_M21","c",-0.0434645340682404,0.0229304363826225,-1.89549528595886,0.0580431985373548
"elmamoun_2013_M3","a",-8.14471607811256,5.47800248711045,-1.48680401246199,0.137084511155998
"elmamoun_2013_M3","b",9.57368027387865,5.41266155988075,1.76875649215533,0.0769518534738143
"elmamoun_2013_M3","c",0.0473734522924808,0.0230092400828349,2.05888817370469,0.0395196472415371
"linear_model_I","a",11.4751574965645,0.093858284984027,122.260464257549,0
"linear_model_I","b",0.39104597739532,0.00303238445344188,128.956596170207,0
"lebedev_M19","a",1.00025814249779,0.000484659248406487,2063.83793518136,0
"lebedev_M19","b",-45.106115090403,90.9247295624194,-0.496081927408295,0.619842809961842
"lebedev_M19","c",47.8072295406188,90.9186718536666,0.525824108138804,0.599017053499474
"ratkowsky_1990","a",-3.91858343226764,1.04551109272535,-3.74800751472949,0.000178815222806502
"ratkowsky_1990","b",-4402.35503967469,1265.50633352893,-3.47873015174763,0.000505014655888155
"ratkowsky_1990","c",-660.288878102987,86.9072785888829,-7.59762460433838,3.16730089576825e-14
"lebedev_M16_b","a",-3868153.12014041,1171415415838.04,-3.30211901588567e-06,0.999997365327676
"lebedev_M16_b","b",21.4545457379143,0.0828571784707067,258.934061404219,0
"lebedev_M3","a",457225876.976381,40655941624966.8,1.12462252428953e-05,0.999991026938079
"lebedev_M3","b",21.4545468512573,0.136184316492975,157.540511299362,0
"lebedev_M4","a",19301737.4904684,72952866367.3497,0.000264578192079194,0.999788900149035
"lebedev_M4","b",21.4545720682873,0.130880712427689,163.924627779978,0
"lebedev_M25_b","a",1.56362602106481,185501.567827733,8.42917954481589e-06,0.9999932745834
"lebedev_M25_b","b",158.952992166082,181715254.627548,8.74736644933193e-07,0.999999302071059
"lebedev_M25_b","c",22.7491264896892,0.285272375757873,79.745283535612,0
"lebedev_M5","a",0.000678918060738815,0.000204337173307674,3.32253818406578,0.000893844022617982
"lebedev_M5","b",32030.1109537064,9452.981854092,3.38836056686613,0.000704660103194051
"lebedev_M9","a",0.000734547346326685,0.000204773379063823,3.58712323684292,0.000335253588586909
"lebedev_M9","b",29639.3384275585,8089.02994313977,3.6641400311165,0.000248900238122278
