"model","term","estimate","std.error","statistic","p.value"
"elmamoun_2013_M6","a",36.2092112390581,0.634268020007014,57.088186849871,0
"elmamoun_2013_M6","b",10.4657039548027,0.381766435748454,27.4138923037712,3.01871520281207e-142
"elmamoun_2013_M7","a",1.73923694563641,0.0493017701958198,35.2773731800785,1.06363966408654e-215
"elmamoun_2013_M7","b",0.166184500079498,0.0014555066890603,114.176390482128,0
"elmamoun_2013_M13","a",1.73923694563641,0.0493017701958198,35.2773731800785,1.06363966408654e-215
"elmamoun_2013_M13","b",0.166184500079498,0.0014555066890603,114.176390482128,0
"elmamoun_2013_M22","a",1.23969784829193,0.0981013280192354,12.6369119901093,2.28272617531123e-35
"elmamoun_2013_M22","b",1.45312780916662,0.35992052932902,4.03735739074292,5.59419063793231e-05
"elmamoun_2013_M22","c",0.0289475891013154,0.00169333547990199,17.0950112632087,1.50403109080468e-61
"elmamoun_2013_M20","a",34.5451983613929,2.02077807136638,17.0949986299261,1.50431819985199e-61
"elmamoun_2013_M20","b",0.0199208979960991,0.00390688307596718,5.0989235174814,3.71340551199028e-07
"elmamoun_2013_M20","c",1.23969746926787,0.0981013216775598,12.6369089434138,2.28280851913063e-35
"huang_1992_I","a",38.2885704282885,1.3436387795156,28.4961784461833,6.73182104206061e-152
"huang_1992_I","b",21.5995867385792,2.41988692460342,8.92586612993045,9.22333329190794e-19
"huang_1992_I","c",6.3157638961046,1.70721970251933,3.69944412355626,0.000221469824630747
"peschel_1938","a",36.9428546436323,2.30665163642999,16.0157927882031,1.2225038125892e-54
"peschel_1938","b",0.0269050986013489,0.00478201461290431,5.62631041083506,2.0800179371187e-08
"peschel_1938","c",1.14839921872939,0.0949208517920959,12.0984925550891,1.19266174148004e-32
"elmamoun_2013_M14","a",0.240021688984694,0.00157040896407493,152.840243831696,0
"elmamoun_2013_M14","b",1.85615993533152,0.0520999831512589,35.6268816813748,4.18511200985799e-219
"elmamoun_2013_M4","a",2.34032617154914,1.01396568555045,2.30809208329239,0.0210880719177539
"elmamoun_2013_M4","b",0.631262551566825,0.0794936170254784,7.9410470322982,3.19416432482234e-15
"elmamoun_2013_M4","c",0.0267902442935539,0.00131957012407647,20.3022513201438,5.19459748849975e-84
"hyperbolic_model_I","a",41.3590895385985,0.969642955197394,42.6539370155883,6.06589045204278e-289
"hyperbolic_model_I","b",29.1786364049531,1.50282414667655,19.4158687624768,1.5603907985786e-77
"strand_1958","a",0.0255627628039961,0.00113008623986871,22.6201876477727,7.53042608176811e-102
"strand_1958","b",0.615910750506293,0.0664215466212543,9.27275533071082,4.25708386508711e-20
"strand_1958","c",1.1484871119796,0.816050487687501,1.40737261886105,0.159460806698291
"huang_1992_IV","a",0.339969813983085,0.143875057363409,2.36295171806164,0.0182181844496257
"huang_1992_IV","b",2.2101577499911,0.320674687327043,6.89221144460663,7.18275937168113e-12
"huang_1992_IV","c",0.176176116913206,0.0124631359865452,14.1357774723312,1.85977549748996e-43
"linear_model_II","a",-12.636554744495,0.734600969603749,-17.2019303912861,2.96691029438737e-62
"linear_model_II","b",9.88787291296018,0.215512472462085,45.8807455549922,1.73911107336119e-321
"elmamoun_2013_M12","a",41.5138492961881,1.1145994807846,37.2455308044512,5.55910154309424e-235
"elmamoun_2013_M12","b",33.5942294348436,1.86144863363217,18.0473577556059,6.2617119534229e-68
"huang_1992","beta0",28.8154354508115,0.512395173666188,56.2367425216694,0
"huang_1992","beta1",1.80189954581051,0.088575392627531,20.3431166643279,2.58249359156055e-84
"huang_1992","beta2",0.058964131199095,0.00376724239400582,15.6518017775853,2.18162511077455e-52
"elmamoun_2013_M8","a",0.493861765937679,0.00142559773403947,346.424348289548,0
"elmamoun_2013_M8","b",1.64497782685286,0.045261728787509,36.3436808738694,4.08930137716644e-226
"hui_gadow_1993_II","a",33.5612351638028,0.446519257531985,75.1618986139669,0
"hui_gadow_1993_II","b",-15.8043285930624,0.420792288148808,-37.5585034188493,4.53707033952417e-238
"elmamoun_2013_M10","a",3.51337149532161,0.0133046119930119,264.07169913463,0
"elmamoun_2013_M10","b",-15.8043219224093,0.420792215393499,-37.5584940601387,4.53803603456404e-238
"wykoff_1982_II","a",3.51337149532161,0.0133046119930119,264.07169913463,0
"wykoff_1982_II","b",-15.8043219224093,0.420792215393499,-37.5584940601387,4.53803603456404e-238
"wykoff_1982_III","a",3.51337149532161,0.0133046119930119,264.07169913463,0
"wykoff_1982_III","b",-15.8043219224093,0.420792215393499,-37.5584940601387,4.53803603456404e-238
"elmamoun_2013_M15","a",0.644565970970597,0.00111356462922563,578.831218282164,0
"elmamoun_2013_M15","b",1.27231428981923,0.0347450607029251,36.6185657494653,8.21072628133003e-229
"pearl_1920","beta0",27.944833687818,0.40140270845542,69.6179500017537,0
"pearl_1920","beta1",3.46084783343506,0.234651308338827,14.748896385601,5.57147552111323e-47
"pearl_1920","beta2",0.0796518551333568,0.00440865624194275,18.0671503429029,4.60766091392628e-68
"elmamoun_2013_M16","a",33.1824976982241,0.434775664300548,76.3209637126469,0
"elmamoun_2013_M16","b",15.135290084268,0.405489546684849,37.3259685928015,8.94990728130637e-236
"exponential_model","a",3.53978303080048,0.0123747965246057,286.047776524007,0
"exponential_model","b",-14.6108940326826,0.384025949027419,-38.0466321864084,6.75411422866595e-243
"lebedev_M23","a",1.08638389564637,0.0049420261227644,219.825607687943,0
"lebedev_M23","b",26.5328925707429,0.388733062277936,68.2547875276234,0
"lebedev_M23","c",0.250880754847997,0.0181526080472308,13.8206451764527,1.07817550263852e-41
"schumacher_1939","beta0",32.8147156788138,0.423534634230342,77.4782344269094,0
"schumacher_1939","beta1",-14.489454080147,0.390717034036583,-37.0842651277659,2.15824991021283e-233
"elmamoun_2013_M2","a",32.8147125555346,0.423534580424001,77.4782368955181,0
"elmamoun_2013_M2","b",-14.4894508603942,0.39071699666345,-37.0842604343495,2.15847964736461e-233
"elmamoun_2013_M17","a",3.49087634839557,0.0129068465830239,270.467021199976,0
"elmamoun_2013_M17","b",-14.4894298896558,0.390716751593728,-37.0842300222697,2.15996887509545e-233
"elmamoun_2013_M18","a",1.95662528192818,0.11747730278902,16.6553473349837,1.07764071376799e-58
"elmamoun_2013_M18","b",1.85630378052697,0.0464034736074143,40.0035522390369,2.31008622730551e-262
"power_model","a",3.85308905744403,0.168152199408455,22.9142947341686,3.32879173338799e-104
"power_model","b",0.489387192740551,0.0119990235335814,40.7855848745453,3.4838195717773e-270
"elmamoun_2013_M1","a",3.2262672455933,0.15227721916145,21.1868016986355,1.12648946401131e-90
"elmamoun_2013_M1","b",0.52163725823171,0.0129333529134956,40.3327166374155,1.18583218405843e-265
"hui_gadow_1993_III","a",3.2262672455933,0.15227721916145,21.1868016986355,1.12648946401131e-90
"hui_gadow_1993_III","b",0.52163725823171,0.0129333529134956,40.3327166374155,1.18583218405843e-265
"larsen_hann_1987","a",-6.07269174092094,14.4312428159829,-0.420801715996026,0.673941741209615
"larsen_hann_1987","b",7.56992417209051,14.2207148420197,0.532316712358419,0.594561408911656
"larsen_hann_1987","c",0.0535346578845209,0.0849760219739534,0.629997223227633,0.528763036963828
"elmamoun_2013_M21","a",-7.51288500591206,18.1112775767119,-0.414818058753204,0.6783162936008
"elmamoun_2013_M21","b",8.83254390624186,17.8812161939221,0.493956552532712,0.621387088839207
"elmamoun_2013_M21","c",-0.0495867295106633,0.0857677494524214,-0.578151226157227,0.563222293253508
"elmamoun_2013_M3","a",-6.65337708792254,15.3226069824726,-0.43421965306121,0.664172311991724
"elmamoun_2013_M3","b",7.98546601784106,15.0943329499175,0.529037357552438,0.596833894528749
"elmamoun_2013_M3","c",0.0539533818678633,0.0860254357311078,0.627179408152107,0.530607926626335
"elmamoun_2013_M11","a",0.488298557547114,0.834287922902953,0.585287817481585,0.558415342785935
